Startup_ID,Domain,Startup_Stage,Industry_Funder_Type,Investment_Amount,Valuation,Number_of_Investors,Year_Founded,Growth_Rate_Cent
ST101429,AI,Prototype,Angel Investor,4026811874.98,16346623477.255512,5,2021,130.46
ST101430,AgriTech,Idea,Angel Investor,2475810301.65,6628263970.191121,35,2008,28.87
ST101431,Energy,MVP,Corporate R&D,3033533689.11,12490112230.607292,4,2009,125.87
ST101432,AgriTech,Idea,Angel Investor,4909858748.35,16180758295.670506,50,2023,134.07
ST101433,Smart Cities,MVP,Angel Investor,1492603944.68,4504115816.551437,16,2003,20.95
ST101434,Sustainability,Prototype,Corporate R&D,353070598.81,1487056177.24821,7,2010,189.58
ST101435,IoT,Idea,VC Firm,788920117.78,2044111514.003624,39,2016,63.79
ST101436,Smart Cities,Early Revenue,Corporate R&D,168684129.2,748404656.9748688,39,2003,197.39
ST101437,IoT,Idea,Angel Investor,94798314.79,270110189.09632176,27,2018,187.05
ST101438,Sustainability,Early Revenue,Angel Investor,465946098.27,2164698465.2200274,15,2002,55.44
ST101439,Energy,Idea,Government Grant,3916017112.46,13604027360.089138,31,2019,117.29
ST101440,Blockchain,Idea,Angel Investor,3963214804.15,11292508158.55698,21,2007,123.82
ST101441,Healthcare,Early Revenue,Corporate R&D,1521890977.56,4306476527.092464,17,2008,190.93
ST101442,Smart Cities,Early Revenue,Angel Investor,4718518027.26,14813875722.263657,48,2011,20.1
ST101443,AI,Early Revenue,Angel Investor,2629368620.33,7399450284.582542,2,2010,143.54
ST101444,AI,Idea,Corporate R&D,1234011063.31,3775685945.646303,17,2019,13.88
ST101445,AgriTech,Early Revenue,Corporate R&D,4025962614.86,14910132253.84033,15,2005,146.22
ST101446,Energy,Early Revenue,Government Grant,3624814789.68,16449043318.441496,5,2020,57.56
ST101447,Energy,Early Revenue,Angel Investor,2553386225.88,9618689797.75098,8,2020,46.1
ST101448,Blockchain,Prototype,Government Grant,836994096.61,2259318901.3029714,1,2018,63.76
ST101449,Sustainability,MVP,Angel Investor,4612102421.95,15023511161.719725,2,2014,90.76
ST101450,Smart Cities,Idea,Government Grant,4627774304.27,21983167928.557983,40,2005,159.09
ST101451,AgriTech,Prototype,VC Firm,348939626.47,849005819.1065668,28,2001,175.77
ST101452,Smart Cities,MVP,VC Firm,916865262.3,3478994370.742781,36,2011,118.01
ST101453,Energy,Prototype,Corporate R&D,4246648380.39,8044478106.773118,41,2012,74.55
ST101454,Healthcare,MVP,VC Firm,103593556.84,376310853.4340628,10,2007,80.43
ST101455,IoT,Prototype,Corporate R&D,1052541096.04,2633550384.800921,28,2008,16.24
ST101456,IoT,MVP,Government Grant,732739946.28,2267279954.993998,7,2004,83.42
ST101457,Smart Cities,Idea,Angel Investor,1564811731.89,6253514488.500496,41,2003,12.77
ST101458,Sustainability,Idea,VC Firm,571912418.06,1841811350.0299995,36,2015,82.51
ST101459,IoT,Early Revenue,VC Firm,196108369.05,362545692.9210579,9,2003,102.11
ST101460,Blockchain,Prototype,Government Grant,3855984614.64,13060338929.623526,19,2022,110.87
ST101461,AI,Prototype,VC Firm,4497254121.46,17407258137.776997,7,2019,29.71
ST101462,Healthcare,MVP,VC Firm,1763255466.23,4515190046.662271,42,2021,17.7
ST101463,AgriTech,Early Revenue,Angel Investor,3435581682.23,8586893373.293137,38,2020,48.68
ST101464,Smart Cities,Idea,Corporate R&D,2956299443.03,12320821985.658785,33,2014,145.07
ST101465,IoT,Early Revenue,VC Firm,4360344706.06,7670897140.472166,30,2003,117.61
ST101466,AgriTech,Early Revenue,Government Grant,4925150170.99,20198348345.266724,6,2004,173.12
ST101467,Energy,Early Revenue,Angel Investor,3334100795.34,11758960097.025885,21,2009,66.74
ST101468,Smart Cities,MVP,Government Grant,2172042823.46,7342585222.913925,8,2012,137.41
ST101469,IoT,Early Revenue,Corporate R&D,3328641485.3,11083839897.749018,6,2010,185.12
ST101470,Sustainability,Early Revenue,Corporate R&D,1754628705.13,8412069751.725605,8,2017,162.84
ST101471,AI,Idea,Government Grant,20879083.53,90602461.67814311,48,2014,35.36
ST101472,Blockchain,Prototype,Angel Investor,1875243369.99,3331104544.487997,33,2019,173.45
ST101473,Smart Cities,Idea,VC Firm,3825537134.04,10554562640.528688,16,2018,164.19
ST101474,Smart Cities,MVP,VC Firm,2628278358.58,12549506871.092377,30,2010,176.91
ST101475,Energy,Prototype,Angel Investor,3609622645.91,13249949651.086084,39,2018,97.66
ST101476,Healthcare,MVP,VC Firm,821696544.69,2356765901.7832074,31,2010,134.06
ST101477,Sustainability,Early Revenue,Government Grant,2066211536.32,3930788000.56838,34,2011,165.61
ST101478,Smart Cities,MVP,Government Grant,1219599852.14,3747655708.5213513,6,2003,99.57
ST101479,Blockchain,Idea,Corporate R&D,3885305632.23,18470453369.82742,38,2022,66.02
ST101480,IoT,Prototype,VC Firm,3139556615.02,5240343657.022818,28,2007,68.89
ST101481,AI,Idea,Corporate R&D,2035301753.15,7178250910.031378,27,2018,23.91
ST101482,AgriTech,Prototype,VC Firm,1808428927.31,3338985106.235838,16,2013,160.8
ST101483,IoT,Early Revenue,Government Grant,409211772.55,1563692406.9450605,34,2010,142.35
ST101484,Sustainability,Idea,Corporate R&D,2125533158.41,10565057436.993746,39,2010,166.04
ST101485,AgriTech,Idea,VC Firm,1781280094.31,8211779478.270943,5,2007,130.61
ST101486,Sustainability,Early Revenue,VC Firm,60292240.18,144505079.67642322,1,2003,141.69
ST101487,Energy,MVP,Government Grant,1151855532.93,2630300734.568552,23,2006,35.12
ST101488,Energy,MVP,Angel Investor,4728011351.49,17955699933.244793,40,2009,10.25
ST101489,Healthcare,MVP,VC Firm,815972207.82,3461755264.4847007,29,2003,31.92
ST101490,Smart Cities,Early Revenue,Corporate R&D,1391585867.68,3508211799.910213,14,2016,91.55
ST101491,Sustainability,Prototype,Government Grant,3518772434.38,10805491612.667185,49,2008,154.72
ST101492,Healthcare,Prototype,VC Firm,417997278.06,882748594.9120756,31,2003,24.51
ST101493,IoT,Prototype,Angel Investor,3298030781.78,9221987295.585228,34,2020,61.45
ST101494,IoT,MVP,Government Grant,1667099306.41,3676493776.237824,5,2002,131.57
ST101495,AI,Early Revenue,Corporate R&D,2136381550.17,4955637545.038897,43,2015,140.02
ST101496,Energy,MVP,Angel Investor,2412911836.3,7091748016.33272,7,2015,197.39
ST101497,Healthcare,Early Revenue,Corporate R&D,2961424577.38,12371140058.885756,43,2004,81.04
ST101498,Smart Cities,MVP,VC Firm,4295056209.05,12340040507.893171,21,2021,176.35
ST101499,Energy,MVP,VC Firm,4179318787.03,9382036663.625204,44,2005,46.73
ST101500,Healthcare,Prototype,Corporate R&D,2056427052.36,6941328137.533352,24,2003,60.5
ST101501,Healthcare,MVP,VC Firm,884952207.86,3679521352.967688,21,2010,126.63
ST101502,Energy,Idea,VC Firm,1708058928.51,5822755819.714215,25,2002,28.27
ST101503,Smart Cities,MVP,Government Grant,4321405186.43,20965117946.34602,39,2018,169.7
ST101504,IoT,Prototype,Government Grant,2063096946.93,3364570212.7901564,15,2016,100.11
ST101505,IoT,Prototype,VC Firm,1948989870.14,8707186479.03763,40,2004,140.51
ST101506,IoT,Early Revenue,Corporate R&D,1123339257.35,4276812870.474005,21,2010,145.84
ST101507,IoT,Idea,Corporate R&D,2508798031.84,7631431931.061722,3,2006,57.06
ST101508,Energy,Early Revenue,Angel Investor,3590460177.98,8105414590.2508545,43,2021,65.23
ST101509,Energy,Idea,Angel Investor,3968595531.01,8242771032.096854,12,2023,43.01
ST101510,AI,Prototype,Angel Investor,2494472601.9,7569549041.796241,40,2017,165.74
ST101511,IoT,Early Revenue,VC Firm,88871619.38,194380244.54210988,7,2017,32.0
ST101512,Energy,Idea,Corporate R&D,2887716158.37,9466614727.126642,12,2013,176.98
ST101513,Blockchain,Idea,Government Grant,4915663290.59,17605463068.30596,24,2013,129.55
ST101514,AI,Idea,Corporate R&D,1864616189.92,6715271895.000995,16,2015,140.52
ST101515,Sustainability,Prototype,Corporate R&D,3092050980.63,10705875247.365362,4,2001,23.94
ST101516,Energy,Prototype,Angel Investor,2338010613.93,10372721490.750675,36,2009,128.74
ST101517,AgriTech,Prototype,VC Firm,288590048.39,973054001.1811948,39,2015,14.29
ST101518,Energy,Prototype,Government Grant,3045004041.77,11621139885.142878,19,2003,21.9
ST101519,Healthcare,MVP,VC Firm,3351845526.07,5306007574.541358,12,2001,134.67
ST101520,IoT,Early Revenue,VC Firm,2761284586.48,12115851673.922844,2,2020,103.35
ST101521,IoT,Early Revenue,Angel Investor,904843637.92,2105095474.6149151,14,2014,23.16
ST101522,Smart Cities,Idea,Corporate R&D,2102524704.16,10083369235.354866,37,2017,64.14
ST101523,IoT,Early Revenue,VC Firm,3205689593.71,14548260119.288332,29,2009,87.77
ST101524,AgriTech,Prototype,VC Firm,3066941029.63,13604740180.281036,24,2012,167.14
ST101525,AI,MVP,VC Firm,3951685806.8,9637049397.157757,28,2018,63.28
ST101526,Energy,Prototype,VC Firm,2581834908.85,12384644835.643784,2,2004,94.55
ST101527,AI,Idea,VC Firm,1831497281.36,8263099485.956293,2,2003,101.25
ST101528,Blockchain,MVP,Angel Investor,2117769187.62,5152686332.073058,2,2009,21.72
ST101529,Energy,Prototype,Angel Investor,2848443808.24,8056191813.315263,28,2022,146.3
ST101530,AI,Idea,VC Firm,1847996870.89,6061483673.441831,35,2015,156.87
ST101531,Energy,Prototype,Corporate R&D,1669299838.76,6964781399.413122,13,2015,84.82
ST101532,AI,Prototype,VC Firm,1160632798.37,5302651043.722144,5,2015,195.63
ST101533,AI,MVP,Corporate R&D,1719284172.15,3446242342.052507,12,2019,173.96
ST101534,AI,MVP,Government Grant,4010916979.64,12535765868.327509,14,2006,180.05
ST101535,Blockchain,Idea,Government Grant,1648124752.01,3631491550.560831,26,2001,69.95
ST101536,AgriTech,Idea,VC Firm,3748602901.16,10563091605.60908,11,2011,37.4
ST101537,IoT,Idea,VC Firm,4522250484.58,9430314681.358343,46,2003,187.45
ST101538,IoT,Idea,Angel Investor,2709236350.25,6854556243.481363,16,2020,42.38
ST101539,AgriTech,MVP,Angel Investor,1884299399.07,7558557035.255989,42,2007,65.57
ST101540,IoT,Idea,VC Firm,375095394.38,1799665645.8147726,47,2012,148.94
ST101541,Smart Cities,MVP,Government Grant,3068215893.39,4973250875.227787,28,2021,64.43
ST101542,Healthcare,Prototype,Angel Investor,3006363172.58,12510172654.133797,14,2002,149.72
ST101543,Healthcare,Early Revenue,Government Grant,2408244835.2,9189764097.077477,31,2002,161.85
ST101544,Sustainability,Idea,VC Firm,3559948881.82,10706583620.603289,21,2018,173.62
ST101545,Blockchain,MVP,Corporate R&D,1184539226.08,5751092057.148862,27,2002,199.4
ST101546,Healthcare,Early Revenue,VC Firm,4315988569.58,11611797302.99971,45,2023,62.2
ST101547,Blockchain,Idea,Government Grant,4284532590.9,7912853783.590465,26,2017,164.85
ST101548,AI,Early Revenue,VC Firm,1655118390.69,5539442978.863365,23,2010,57.2
ST101549,Smart Cities,MVP,Angel Investor,2626547192.19,11102880420.864338,2,2010,73.26
ST101550,IoT,MVP,Government Grant,4287796626.39,6983222887.19807,22,2016,185.87
ST101551,Healthcare,Early Revenue,Government Grant,1271195552.1,4901929721.120418,1,2022,78.32
ST101552,IoT,MVP,Corporate R&D,251595377.41,758086447.0307739,40,2000,191.25
ST101553,AI,Early Revenue,Angel Investor,4237916731.25,17269160154.34536,26,2012,41.66
ST101554,Smart Cities,Early Revenue,Corporate R&D,27159040.35,70603952.07855862,25,2019,149.73
ST101555,Energy,Prototype,VC Firm,1382746441.63,3233120270.95301,4,2004,154.89
ST101556,Energy,Idea,Corporate R&D,3784303194.63,9911873698.896729,35,2009,184.34
ST101557,Blockchain,MVP,VC Firm,531192065.29,2620952120.0087523,19,2020,138.3
ST101558,AI,Early Revenue,Government Grant,2112685271.04,4169256820.9102974,43,2017,56.52
ST101559,Sustainability,Idea,Government Grant,3744135190.12,13328235989.839643,18,2000,57.34
ST101560,Sustainability,MVP,Government Grant,432819566.78,1404959399.7967367,27,2023,6.69
ST101561,IoT,Early Revenue,Government Grant,2583232254.79,11799895347.648975,31,2006,127.31
ST101562,Blockchain,MVP,Government Grant,1433904591.35,7163722226.054372,13,2013,44.03
ST101563,AI,Idea,VC Firm,3039028140.31,12645400920.048342,44,2018,152.71
ST101564,Blockchain,Idea,Government Grant,4379529.46,18903809.299455427,47,2002,163.62
ST101565,AI,Idea,Angel Investor,3018316396.8,4898867937.686405,43,2006,122.6
ST101566,AgriTech,MVP,Government Grant,4794372694.03,16823922988.340952,27,2009,55.14
ST101567,AI,MVP,Angel Investor,1064867623.9,3997753899.6117,38,2005,75.99
ST101568,Smart Cities,Early Revenue,Angel Investor,939510890.4,4531492625.998073,44,2003,77.75
ST101569,Sustainability,Prototype,Angel Investor,1673644619.03,7968559716.742893,11,2003,23.46
ST101570,IoT,Early Revenue,Government Grant,4638943286.65,19824593163.31468,41,2010,34.93
ST101571,Energy,MVP,VC Firm,4337786686.93,20837353386.048798,9,2009,121.16
ST101572,AgriTech,Prototype,Angel Investor,3701404336.71,15898939374.416727,23,2017,159.39
ST101573,Blockchain,Prototype,VC Firm,3473093961.19,13506570413.809546,7,2009,94.89
ST101574,Blockchain,Early Revenue,Government Grant,136810581.81,320931135.27311563,37,2018,6.16
ST101575,IoT,Prototype,VC Firm,983516445.01,4224002541.712293,25,2023,88.14
ST101576,Blockchain,Prototype,VC Firm,3064262733.38,9879742167.150991,41,2001,65.15
ST101577,Sustainability,Idea,Corporate R&D,4082346663.57,9790114824.111704,40,2015,116.96
ST101578,Energy,MVP,Government Grant,2565787926.49,12086103094.901377,15,2005,39.61
ST101579,AI,Prototype,Corporate R&D,1176497341.14,4426369517.613841,1,2021,113.6
ST101580,Sustainability,Prototype,VC Firm,3892140009.04,11585056100.590942,33,2006,151.51
ST101581,Sustainability,Prototype,Angel Investor,2690460718.08,9423258061.576143,10,2011,156.91
ST101582,IoT,MVP,Corporate R&D,956635471.39,3231156233.095433,38,2002,43.99
ST101583,Healthcare,Prototype,Corporate R&D,1806083403.78,4633704411.500065,32,2011,141.76
ST101584,AgriTech,MVP,Government Grant,1876461861.94,4963014675.714742,11,2015,148.36
ST101585,AI,Early Revenue,VC Firm,1763408535.68,7655243697.356195,38,2022,110.14
ST101586,IoT,Idea,Angel Investor,3109070292.14,13985263459.554966,34,2004,67.47
ST101587,AI,Prototype,Government Grant,3399987649.15,10281290495.845797,19,2015,66.73
ST101588,AgriTech,MVP,Corporate R&D,89380828.75,400050461.0687374,8,2016,79.49
ST101589,Energy,Idea,Angel Investor,193150607.27,855969079.5108558,2,2001,12.91
ST101590,Sustainability,MVP,VC Firm,3875227424.37,18856539755.9352,19,2005,113.64
ST101591,Energy,MVP,Government Grant,2459043023.33,3999366539.1333528,48,2017,197.85
ST101592,Sustainability,Idea,Government Grant,1727090113.1,2771657404.071063,50,2016,82.21
ST101593,Healthcare,Prototype,Government Grant,1351037663.9,5483792399.650168,45,2015,94.44
ST101594,AgriTech,Idea,VC Firm,1142746381.41,3294844147.161944,30,2016,184.85
ST101595,Energy,Idea,VC Firm,1186738227.85,1788313373.0761526,47,2012,12.07
ST101596,Blockchain,MVP,Angel Investor,2005526343.73,5087268050.874144,10,2015,111.2
ST101597,AgriTech,Idea,VC Firm,2901697669.25,6003507458.050603,16,2000,75.33
ST101598,Sustainability,MVP,Corporate R&D,2177009207.59,4263991748.483544,39,2016,197.77
ST101599,Healthcare,Early Revenue,Corporate R&D,2386259368.76,5327297896.348616,6,2007,68.39
ST101600,AI,Early Revenue,VC Firm,948745575.12,1473297941.387418,27,2022,197.93
ST101601,Blockchain,Idea,Government Grant,1441196998.92,2390521698.0395727,40,2005,80.09
ST101602,Blockchain,Prototype,Corporate R&D,1317794976.16,6220056523.096994,19,2002,99.34
ST101603,AI,Early Revenue,Government Grant,4793945586.21,21571513377.864143,45,2023,41.1
ST101604,AI,MVP,Government Grant,834242668.05,2718767916.111911,43,2009,136.82
ST101605,Sustainability,MVP,Corporate R&D,1259532517.43,3238188046.4187818,26,2015,110.4
ST101606,Healthcare,Prototype,Government Grant,3116870926.26,7904309736.927203,38,2009,93.61
ST101607,Sustainability,Prototype,Angel Investor,3169501514.29,5264966458.505548,21,2001,136.59
ST101608,AI,MVP,Corporate R&D,2065300885.32,5193009383.450988,10,2022,146.31
ST101609,IoT,Prototype,Government Grant,4470293819.99,10329224686.269392,19,2014,118.71
ST101610,AI,Early Revenue,Corporate R&D,989889055.97,3701935488.6739607,36,2001,56.91
ST101611,Smart Cities,Early Revenue,VC Firm,3207785934.98,16033952578.701897,15,2014,118.92
ST101612,AI,Prototype,Corporate R&D,3853798575.86,16546681198.689428,16,2002,113.94
ST101613,AgriTech,Prototype,Angel Investor,3941928807.14,6994377204.397626,32,2011,143.67
ST101614,Smart Cities,Prototype,Corporate R&D,2146190222.69,7503373988.504275,16,2015,14.23
ST101615,IoT,Idea,Government Grant,3238396532.82,13765068393.96396,30,2013,134.35
ST101616,AI,Idea,Corporate R&D,1700488766.14,5654200634.9143095,10,2013,127.37
ST101617,Energy,Prototype,VC Firm,3021048697.09,4821327859.830354,36,2002,16.68
ST101618,Smart Cities,Early Revenue,Angel Investor,3305518255.36,14461954809.21766,26,2002,71.82
ST101619,AI,Early Revenue,VC Firm,4992832778.52,22502116330.61673,15,2019,138.98
ST101620,Smart Cities,Early Revenue,Angel Investor,3532647475.17,16577509360.910145,23,2019,50.58
ST101621,Smart Cities,Early Revenue,VC Firm,2324056620.03,6429846862.473536,13,2023,18.03
ST101622,AI,Idea,VC Firm,316820317.9,477739449.2616377,14,2006,166.76
ST101623,Blockchain,Early Revenue,Angel Investor,3632915706.35,7005519987.133089,5,2012,112.5
ST101624,Sustainability,MVP,Government Grant,1417475470.97,4020338392.6349287,2,2009,147.09
ST101625,IoT,Early Revenue,Corporate R&D,4514535275.96,11035852041.678612,28,2018,64.84
ST101626,AI,MVP,Government Grant,1847513590.95,3767333615.859887,7,2010,73.51
ST101627,AI,Early Revenue,Corporate R&D,788303831.78,2937869183.139797,25,2020,66.59
ST101628,AgriTech,MVP,Corporate R&D,159264142.22,619001571.5390251,2,2018,139.37
ST101629,AgriTech,Early Revenue,Angel Investor,2823868450.58,5786836677.266886,32,2015,185.48
ST101630,Sustainability,Idea,VC Firm,1195837325.44,5038811785.941229,27,2007,184.26
ST101631,Sustainability,Prototype,VC Firm,2897735585.77,11621452612.067717,28,2012,153.53
ST101632,Sustainability,Prototype,VC Firm,3183909353.24,11320229536.043226,32,2012,195.39
ST101633,Energy,Idea,VC Firm,4241447036.26,15693696456.96077,1,2016,126.84
ST101634,AgriTech,Idea,Angel Investor,1050181625.75,4446152862.499595,11,2001,155.12
ST101635,Healthcare,MVP,Corporate R&D,1984242235.75,5619499784.896781,7,2015,96.75
ST101636,Blockchain,Idea,Angel Investor,4051993789.05,16098942856.596443,14,2023,161.93
ST101637,Smart Cities,Early Revenue,Corporate R&D,500008971.93,2333566710.1765723,20,2008,155.21
ST101638,AgriTech,MVP,Corporate R&D,1189574297.41,4583345081.81242,8,2021,154.55
ST101639,Energy,Prototype,Corporate R&D,2875090233.01,5960828153.738479,23,2016,61.57
ST101640,Energy,MVP,Angel Investor,3943079588.32,17527378439.22372,27,2023,55.31
ST101641,Smart Cities,Early Revenue,Angel Investor,4308535420.02,20136990027.091606,45,2010,184.23
ST101642,Blockchain,Prototype,Angel Investor,1067560553.4,4793933361.296266,11,2006,5.47
ST101643,Smart Cities,Early Revenue,Government Grant,4539429560.45,9919561132.021276,7,2004,162.04
ST101644,IoT,Prototype,Angel Investor,2931622738.08,5674496665.542737,5,2001,169.22
ST101645,AgriTech,MVP,VC Firm,4497789336.46,18875356084.69737,29,2005,92.32
ST101646,Sustainability,MVP,Angel Investor,2681103573.31,12631141607.835438,49,2014,116.74
ST101647,AgriTech,MVP,Government Grant,867190888.84,3542744225.2449474,47,2002,126.59
ST101648,Healthcare,Early Revenue,Corporate R&D,1934232601.06,6343960623.553166,50,2009,41.55
ST101649,Blockchain,MVP,Angel Investor,474653867.3,1671410660.6825397,23,2009,150.06
ST101650,Healthcare,Idea,VC Firm,1208489660.56,4744237100.455782,21,2008,150.43
ST101651,Blockchain,Idea,Angel Investor,2906243022.22,4981677506.385669,13,2000,76.47
